displayName,rating,userRatingCount,primaryType,placeUri,address,latitude,longitude,weekdayDescriptions,nextCloseTime,neighborhood,nextCloseHour,trueCoffee,5,4,3,2,1,adjustedRating
"Café ""De Nieuwe Stek""",4.7,71,cafe,https://maps.google.com/?cid=2689260214798527434&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Dapperstraat 92-D, 1093 BZ Amsterdam, Netherlands",52.361010099999994,4.9283516,"Monday: 10:00 AM - 1:00 AM
Tuesday: 10:00 AM - 1:00 AM
Wednesday: 10:00 AM - 1:00 AM
Thursday: 10:00 AM - 1:00 AM
Friday: 10:00 AM - 3:00 AM
Saturday: 10:00 AM - 3:00 AM
Sunday: 2:00 PM - 1:00 AM",2025-10-21T23:00:00Z,Amsterdam Oost,1,0,53,14,3,0,1,4.3900895384812895
Café Ko by Barista Concepts,4.3,18,cafe,https://maps.google.com/?cid=1412788470785612720&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Rhijnspoorplein 2, 1091 GM Amsterdam, Netherlands",52.35973990000001,4.9083353999999995,"Monday: 8:00 AM - 7:00 PM
Tuesday: 8:00 AM - 7:00 PM
Wednesday: 8:00 AM - 7:00 PM
Thursday: 8:00 AM - 7:00 PM
Friday: 8:00 AM - 7:00 PM
Saturday: Closed
Sunday: Closed",2025-10-21T17:00:00Z,Amsterdam Oost,19,1,13,2,1,0,2,3.5622375439728717
coffeecompany,4.2,415,coffee_shop,https://maps.google.com/?cid=6033086750901908076&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Wibautstraat 7, 1091 GH Amsterdam, Netherlands",52.3580213,4.9103324,"Monday: 8:00 AM - 6:00 PM
Tuesday: 8:00 AM - 6:00 PM
Wednesday: 8:00 AM - 6:00 PM
Thursday: 8:00 AM - 6:00 PM
Friday: 8:00 AM - 6:00 PM
Saturday: 9:00 AM - 6:00 PM
Sunday: 9:00 AM - 6:00 PM",2025-10-21T16:00:00Z,Amsterdam Oost,18,1,214,125,52,13,11,4.153964374505705
The 5th | Amsterdam Oost,4.4,107,pub,https://maps.google.com/?cid=12671406924734755920&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Timorplein 21, 1094 CC Amsterdam, Netherlands",52.365379999999995,4.9354587,"Monday: 10:30 AM - 11:00 PM
Tuesday: 10:30 AM - 11:00 PM
Wednesday: 10:30 AM - 11:00 PM
Thursday: 10:30 AM - 11:00 PM
Friday: 8:00 AM - 12:00 AM
Saturday: 8:00 AM - 12:00 AM
Sunday: 8:00 AM - 11:00 PM",2025-10-21T21:00:00Z,Amsterdam Oost,23,1,75,15,6,3,8,4.112520474560135
Blend Coffee & Wine,4,398,pub,https://maps.google.com/?cid=6347607364668585641&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Oranje-Vrijstaatplein 40, 1093 NG Amsterdam, Netherlands",52.3565034,4.9302914,"Monday: 10:00 AM - 7:00 PM
Tuesday: 10:00 AM - 7:00 PM
Wednesday: 10:00 AM - 7:00 PM
Thursday: 10:00 AM - 7:00 PM
Friday: 10:00 AM - 7:00 PM
Saturday: 10:00 AM - 7:00 PM
Sunday: 11:00 AM - 7:00 PM",2025-10-21T17:00:00Z,Amsterdam Oost,19,1,183,122,44,24,25,3.9302936401126174
Benji's,4.4,1355,restaurant,https://maps.google.com/?cid=16662364151894993811&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Wibautstraat 196, 1091 GS Amsterdam, Netherlands",52.3523635,4.9127833999999995,"Monday: 8:00 AM - 4:00 PM
Tuesday: 8:00 AM - 4:00 PM
Wednesday: 8:00 AM - 4:00 PM
Thursday: 8:00 AM - 4:00 PM
Friday: 8:00 AM - 4:00 PM
Saturday: 9:00 AM - 4:00 PM
Sunday: 9:00 AM - 4:00 PM",,Amsterdam Oost,,1,883,267,108,43,54,4.337425111395702
Coffeeshop Eastwood,4.2,250,store,https://maps.google.com/?cid=12449232290831820849&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Pieter Vlamingstraat 286, 1093 DK Amsterdam, Netherlands",52.3651614,4.9279763999999995,"Monday: 7:00 AM - 1:00 AM
Tuesday: 7:00 AM - 1:00 AM
Wednesday: 7:00 AM - 1:00 AM
Thursday: 7:00 AM - 1:00 AM
Friday: 7:00 AM - 1:00 AM
Saturday: 7:00 AM - 1:00 AM
Sunday: 7:00 AM - 1:00 AM",2025-10-21T23:00:00Z,Amsterdam Oost,1,0,154,40,23,13,20,4.0248732522924655
Café Jansen Bajeskwartier,4.5,97,restaurant,https://maps.google.com/?cid=6748391150205154632&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"H.J.E. Wenckebachweg 10, 1096 DC Amsterdam, Netherlands",52.336963999999995,4.9261598,"Monday: 7:00 AM - 3:00 PM
Tuesday: 7:00 AM - 12:00 AM
Wednesday: 7:00 AM - 12:00 AM
Thursday: 7:00 AM - 12:00 AM
Friday: 7:00 AM - 12:00 AM
Saturday: 7:00 AM - 12:00 AM
Sunday: 7:00 AM - 3:00 PM",2025-10-21T22:00:00Z,Amsterdam Oost,0,0,69,17,7,2,2,4.303599724269564
"Coffeeshop ""Trefpunt""",4.2,190,store,https://maps.google.com/?cid=7782202355708732697&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Zeeburgerdijk 33, 1093 SL Amsterdam, Netherlands",52.3661164,4.929864900000001,"Monday: 9:00 AM - 1:00 AM
Tuesday: 9:00 AM - 1:00 AM
Wednesday: 9:00 AM - 1:00 AM
Thursday: 9:00 AM - 1:00 AM
Friday: 9:00 AM - 1:00 AM
Saturday: 9:00 AM - 1:00 AM
Sunday: 9:00 AM - 1:00 AM",2025-10-21T23:00:00Z,Amsterdam Oost,1,0,117,37,12,6,18,4.022423488110222
Badeta Koffiebranders Watergraafsmeer,4.7,151,coffee_shop,https://maps.google.com/?cid=3615916064722845114&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Helmholtzstraat 37, 1098 LD Amsterdam, Netherlands",52.3505682,4.9385593,"Monday: 8:00 AM - 4:00 PM
Tuesday: 8:00 AM - 4:00 PM
Wednesday: 8:00 AM - 4:00 PM
Thursday: 8:00 AM - 4:00 PM
Friday: 8:00 AM - 4:00 PM
Saturday: 8:30 AM - 4:00 PM
Sunday: 8:30 AM - 4:00 PM",,Amsterdam Oost,,1,128,10,6,3,4,4.512490403799797
The Greek Embassy - Coffee Bar Kouzina - Weesperzijde,4.5,1172,greek_restaurant,https://maps.google.com/?cid=14866639185330914168&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Weesperzijde 85HS, 1091 EJ Amsterdam, Netherlands",52.352961699999994,4.910444399999999,"Monday: 9:00 AM - 11:00 PM
Tuesday: 9:00 AM - 11:00 PM
Wednesday: 9:00 AM - 11:00 PM
Thursday: 9:00 AM - 11:00 PM
Friday: 9:00 AM - 11:00 PM
Saturday: 9:00 AM - 11:00 PM
Sunday: 9:00 AM - 11:00 PM",2025-10-21T21:00:00Z,Amsterdam Oost,23,1,872,121,74,51,54,4.396769496322497
De Jonge Admiraal,4.2,460,cafe,https://maps.google.com/?cid=13645332061589402385&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Javastraat 149, 1094 HE Amsterdam, Netherlands",52.363943,4.93825,"Monday: 8:00 AM - 7:00 PM
Tuesday: 8:00 AM - 7:00 PM
Wednesday: 8:00 AM - 12:00 AM
Thursday: 8:00 AM - 12:00 AM
Friday: 8:00 AM - 1:00 AM
Saturday: 9:00 AM - 1:00 AM
Sunday: 9:00 AM - 7:00 PM",2025-10-21T17:00:00Z,Amsterdam Oost,19,1,269,103,36,12,40,4.086009195964252
Bar Bukowski,4.4,2363,bar,https://maps.google.com/?cid=17462790327712055602&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Oosterpark 10, 1092 AX Amsterdam, Netherlands",52.3579617,4.9176701,"Monday: 8:00 AM - 1:00 AM
Tuesday: 8:00 AM - 1:00 AM
Wednesday: 8:00 AM - 1:00 AM
Thursday: 8:00 AM - 1:00 AM
Friday: 8:00 AM - 3:00 AM
Saturday: 9:00 AM - 3:00 AM
Sunday: 9:00 AM - 12:00 AM",2025-10-21T23:00:00Z,Amsterdam Oost,1,0,1313,774,176,47,53,4.341294604
Happy People,4.5,206,store,https://maps.google.com/?cid=10120962752486993441&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Dapperstraat 2, 1093 BT Amsterdam, Netherlands",52.3651722,4.9258133,"Monday: 7:00 AM - 1:00 AM
Tuesday: 7:00 AM - 1:00 AM
Wednesday: 7:00 AM - 1:00 AM
Thursday: 7:00 AM - 1:00 AM
Friday: 7:00 AM - 1:00 AM
Saturday: 7:00 AM - 1:00 AM
Sunday: 7:00 AM - 1:00 AM",2025-10-21T23:00:00Z,Amsterdam Oost,1,0,148,34,11,6,7,4.354922581919533
Café Fest,4.5,875,bar,https://maps.google.com/?cid=3014782700262829811&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Wibauthof 1, 1091 DD Amsterdam, Netherlands",52.3596343,4.9104601,"Monday: 10:00 AM - 1:00 AM
Tuesday: 10:00 AM - 1:00 AM
Wednesday: 10:00 AM - 1:00 AM
Thursday: 10:00 AM - 1:00 AM
Friday: 10:00 AM - 1:00 AM
Saturday: Closed
Sunday: Closed",2025-10-21T23:00:00Z,Amsterdam Oost,1,0,535,258,55,6,21,4.407279843103607
Café Oost,3.8,47,cafe,https://maps.google.com/?cid=4065846382452202157&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Krugerplein 40, 1091 LA Amsterdam, Netherlands",52.3534727,4.9198154,"Monday: 10:00 AM - 1:00 AM
Tuesday: 10:00 AM - 1:00 AM
Wednesday: 10:00 AM - 1:00 AM
Thursday: 10:00 AM - 1:00 AM
Friday: 10:00 AM - 2:00 AM
Saturday: 10:00 AM - 2:00 AM
Sunday: 1:00 PM - 1:00 AM",2025-10-21T23:00:00Z,Amsterdam Oost,1,0,23,9,5,3,7,3.39484921
Anne&Max Amsterdam Zeeburg,4.2,640,breakfast_restaurant,https://maps.google.com/?cid=7218376890400470538&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Oostelijke Handelskade 1001, 1019 CZ Amsterdam, Netherlands",52.3745815,4.9351804,"Monday: 8:30 AM - 5:00 PM
Tuesday: 8:30 AM - 5:00 PM
Wednesday: 8:30 AM - 5:00 PM
Thursday: 8:30 AM - 5:00 PM
Friday: 8:30 AM - 5:00 PM
Saturday: 9:00 AM - 5:00 PM
Sunday: 9:00 AM - 5:00 PM",2025-10-21T15:00:00Z,Amsterdam Oost,17,1,339,186,61,21,33,4.133767352002973
Buno Coffee Amstel,4.6,356,coffee_shop,https://maps.google.com/?cid=10274976036168927319&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Julianaplein 4, 1097 DN Amsterdam, Netherlands",52.3460963,4.9193333,"Monday: 7:30 AM - 5:00 PM
Tuesday: 7:30 AM - 5:00 PM
Wednesday: 7:30 AM - 5:00 PM
Thursday: 7:30 AM - 5:00 PM
Friday: 7:30 AM - 5:00 PM
Saturday: 8:00 AM - 5:00 PM
Sunday: 8:00 AM - 5:00 PM",2025-10-21T15:00:00Z,Amsterdam Oost,17,1,291,33,14,8,10,4.546914586028801
Baking Lab Amsterdam,4.5,441,bakery,https://maps.google.com/?cid=12439111038831667506&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Linnaeusstraat 99, 1093 EL Amsterdam, Netherlands",52.3584644,4.9265973,"Monday: 8:00 AM - 5:00 PM
Tuesday: 8:00 AM - 5:00 PM
Wednesday: 8:00 AM - 5:00 PM
Thursday: 8:00 AM - 5:00 PM
Friday: 8:00 AM - 5:00 PM
Saturday: 8:00 AM - 5:00 PM
Sunday: 8:00 AM - 5:00 PM",2025-10-21T15:00:00Z,Amsterdam Oost,17,1,328,55,28,17,13,4.419759479752951
Five Stars Café,4.2,25,cafe,https://maps.google.com/?cid=480426793363400874&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Eerste Oosterparkstraat 49, 1091 GV Amsterdam, Netherlands",52.356036,4.9088766,"Monday: 3:00 PM - 1:00 AM
Tuesday: 3:00 PM - 1:00 AM
Wednesday: 3:00 PM - 1:00 AM
Thursday: 3:00 PM - 1:00 AM
Friday: 3:00 PM - 3:00 AM
Saturday: 3:00 PM - 3:00 AM
Sunday: Closed",2025-10-21T23:00:00Z,Amsterdam Oost,1,0,17,1,5,0,2,3.632196843007449
Bar Basquiat,4.3,1132,restaurant,https://maps.google.com/?cid=4403346549777954021&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Javastraat 88-90, 1094 LN Amsterdam, Netherlands",52.3636223,4.935834,"Monday: 11:00 AM - 1:00 AM
Tuesday: 11:00 AM - 1:00 AM
Wednesday: 11:00 AM - 1:00 AM
Thursday: 11:00 AM - 1:00 AM
Friday: 11:00 AM - 2:00 AM
Saturday: 10:00 AM - 2:00 AM
Sunday: 10:00 AM - 11:00 PM",2025-10-21T23:00:00Z,Amsterdam Oost,1,0,568,412,99,27,26,4.247830708667073
De Lachende Gulden,4.5,162,cafe,https://maps.google.com/?cid=5545626045291935743&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Dapperstraat 24, 1093 BV Amsterdam, Netherlands",52.364433,4.9261896,"Monday: 8:00 AM - 6:00 PM
Tuesday: 8:00 AM - 6:00 PM
Wednesday: 8:00 AM - 6:00 PM
Thursday: 8:00 AM - 6:00 PM
Friday: 8:00 AM - 6:00 PM
Saturday: 8:00 AM - 8:00 PM
Sunday: Closed",2025-10-21T16:00:00Z,Amsterdam Oost,18,1,105,40,12,2,3,4.335361480835066
Espressi - Koffie op locatie,5,4,coffee_shop,https://maps.google.com/?cid=7487910026528731144&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Weesperzijde 143, 1091 GB Amsterdam, Netherlands",52.349114,4.913066,"Monday: 6:00 AM - 10:00 PM
Tuesday: 6:00 AM - 10:00 PM
Wednesday: 6:00 AM - 10:00 PM
Thursday: 6:00 AM - 10:00 PM
Friday: 6:00 AM - 10:00 PM
Saturday: 6:00 AM - 10:00 PM
Sunday: 6:00 AM - 10:00 PM",2025-10-21T20:00:00Z,Amsterdam Oost,22,1,4,0,0,0,0,3.1329861908589844
4850,4.7,922,restaurant,https://maps.google.com/?cid=15703224936694937260&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Camperstraat 48-50, 1091 CP Amsterdam, Netherlands",52.3577937,4.913378,"Monday: 8:00 AM - 4:00 PM
Tuesday: 8:00 AM - 4:00 PM
Wednesday: 8:00 AM - 4:00 PM
Thursday: 8:00 AM - 11:00 PM
Friday: 8:00 AM - 11:00 PM
Saturday: 9:00 AM - 11:00 PM
Sunday: 9:00 AM - 4:00 PM",,Amsterdam Oost,,1,760,95,28,15,24,4.6285978788796385
Oma Ietje,4.5,1164,restaurant,https://maps.google.com/?cid=9009729573749388500&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Heesterveld 3, 1102 SB Amsterdam, Netherlands",52.306494699999995,4.9539175,"Monday: 11:00 AM - 10:00 PM
Tuesday: 11:00 AM - 11:00 PM
Wednesday: 11:00 AM - 11:00 PM
Thursday: 11:00 AM - 11:00 PM
Friday: 11:00 AM - 11:00 PM
Saturday: 11:00 AM - 11:00 PM
Sunday: 11:00 AM - 10:00 PM",2025-10-21T21:00:00Z,Amsterdam Zuidoost,23,1,785,260,75,23,21,4.468652528088997
30ML Coffee & Food Arena,4.3,612,restaurant,https://maps.google.com/?cid=8409040957839780014&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Bijlmerplein 155, 1102 DB Amsterdam, Netherlands",52.3139593,4.952187299999999,"Monday: 8:00 AM - 6:00 PM
Tuesday: 8:00 AM - 6:00 PM
Wednesday: 8:00 AM - 6:00 PM
Thursday: 8:00 AM - 6:00 PM
Friday: 8:00 AM - 6:00 PM
Saturday: 8:00 AM - 6:00 PM
Sunday: 8:00 AM - 6:00 PM",2025-10-21T16:00:00Z,Amsterdam Zuidoost,18,1,372,126,52,28,34,4.1780784831613405
Louffee Coffee,4.8,377,cafe,https://maps.google.com/?cid=14130094428885666338&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Dalsteindreef 2037, 1112 XC Diemen, Netherlands",52.329156399999995,4.9556451,"Monday: 8:00 AM - 6:00 PM
Tuesday: 8:00 AM - 6:00 PM
Wednesday: 8:00 AM - 6:00 PM
Thursday: 8:00 AM - 6:00 PM
Friday: 8:00 AM - 6:00 PM
Saturday: 9:30 AM - 6:00 PM
Sunday: 9:30 AM - 6:00 PM",2025-10-21T16:00:00Z,Amsterdam Zuidoost,18,1,343,20,3,1,10,4.729991724980357
Lebkov & Sons Bijlmer Arena,3.8,458,coffee_shop,https://maps.google.com/?cid=528860832293633715&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Hoekenrode 6, 1102 BR Amsterdam, Netherlands",52.3128073,4.9491458999999995,"Monday: 6:30 AM - 6:00 PM
Tuesday: 6:30 AM - 6:00 PM
Wednesday: 6:30 AM - 6:00 PM
Thursday: 6:30 AM - 6:00 PM
Friday: 6:30 AM - 6:00 PM
Saturday: 7:00 AM - 6:00 PM
Sunday: 7:00 AM - 6:00 PM",2025-10-21T16:00:00Z,Amsterdam Zuidoost,18,1,165,151,70,33,39,3.703992210971327
Hemelsbreed Café,4.8,63,coffee_shop,https://maps.google.com/?cid=8271738456986245126&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Karspeldreef 1227, 1104 SE Amsterdam, Netherlands",52.3156542,4.9772473999999995,"Monday: Closed
Tuesday: 9:30 AM - 5:00 PM
Wednesday: 9:30 AM - 5:00 PM
Thursday: 9:30 AM - 5:00 PM
Friday: 9:30 AM - 5:00 PM
Saturday: 9:30 AM - 5:00 PM
Sunday: Closed",2025-10-21T15:00:00Z,Amsterdam Zuidoost,17,1,55,6,1,1,0,4.534113237870449
Cannacenter Best Friends Zuidoost,4.4,276,store,https://maps.google.com/?cid=13550249879610421645&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Hettenheuvelweg 35, 1101 BM Amsterdam, Netherlands",52.3054864,4.9427267,"Monday: 7:00 AM - 10:00 PM
Tuesday: 7:00 AM - 10:00 PM
Wednesday: 7:00 AM - 10:00 PM
Thursday: 7:00 AM - 10:00 PM
Friday: 7:00 AM - 10:00 PM
Saturday: 7:00 AM - 10:00 PM
Sunday: 7:00 AM - 10:00 PM",2025-10-21T20:00:00Z,Amsterdam Zuidoost,22,1,199,39,14,5,19,4.288846772478327
Roots Coffeeshop,3.8,1267,store,https://maps.google.com/?cid=481452675650959959&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Hoekenrode 14, 1102 BR Amsterdam, Netherlands",52.3116642,4.948173499999999,"Monday: 9:00 AM - 12:00 AM
Tuesday: 9:00 AM - 12:00 AM
Wednesday: 9:00 AM - 12:00 AM
Thursday: 9:00 AM - 12:00 AM
Friday: 9:00 AM - 12:00 AM
Saturday: 9:00 AM - 12:00 AM
Sunday: 9:00 AM - 12:00 AM",2025-10-21T22:00:00Z,Amsterdam Zuidoost,0,0,645,228,121,65,208,3.7457914303209634
Douwe Egberts Café Zandkasteel,3.9,290,coffee_shop,https://maps.google.com/?cid=18304751158274909457&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Bijlmerplein 888, 1102 MG Amsterdam, Netherlands",52.313731999999995,4.9522051,"Monday: 8:00 AM - 6:00 PM
Tuesday: 8:00 AM - 6:00 PM
Wednesday: 8:00 AM - 6:00 PM
Thursday: 8:00 AM - 6:00 PM
Friday: 8:00 AM - 6:00 PM
Saturday: 8:00 AM - 6:00 PM
Sunday: 8:00 AM - 10:00 PM",2025-10-21T16:00:00Z,Amsterdam Zuidoost,18,1,153,54,20,26,37,3.7422263329469554
Tree of dates/ Daily Dates,4.8,435,coffee_shop,https://maps.google.com/?cid=861641869533536392&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Bijlmerplein 89B, 1102 DA Amsterdam, Netherlands",52.3135638,4.9507557,"Monday: 10:00 AM - 6:00 PM
Tuesday: 10:00 AM - 6:00 PM
Wednesday: 10:00 AM - 6:00 PM
Thursday: 10:00 AM - 8:00 PM
Friday: 10:00 AM - 6:00 PM
Saturday: 10:00 AM - 6:00 PM
Sunday: 10:00 AM - 6:00 PM",2025-10-21T16:00:00Z,Amsterdam Zuidoost,18,1,398,18,3,4,12,4.725052494452488
"Caf‚-Koffiehuis ""Aquarius"" Amsterdam-Zuidoost",3.9,35,cafe,https://maps.google.com/?cid=2285056630906937538&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Klieverink, Kraaiennest 63, 1104 KD Amsterdam, Netherlands",52.3160963,4.9817458,"Monday: 2:00 - 11:00 PM
Tuesday: 2:00 - 11:00 PM
Wednesday: 2:00 - 11:00 PM
Thursday: 2:00 - 11:00 PM
Friday: 2:00 - 11:00 PM
Saturday: 2:00 - 11:00 PM
Sunday: 2:00 - 11:00 PM",2025-10-21T21:00:00Z,Amsterdam Zuidoost,23,1,15,8,8,1,3,3.4415594748062803
De Proefzaak Amsterdam,4.3,840,bar,https://maps.google.com/?cid=15072353988679998182&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Hullenbergweg 6, 1101 BL Amsterdam, Netherlands",52.3035771,4.9511329,"Monday: Closed
Tuesday: 3:00 - 9:00 PM
Wednesday: 3:00 - 9:00 PM
Thursday: 3:00 - 11:00 PM
Friday: 3:00 - 11:00 PM
Saturday: 3:00 - 9:00 PM
Sunday: Closed",2025-10-21T19:00:00Z,Amsterdam Zuidoost,21,1,442,265,73,31,29,4.197198568476733
Eetcafé 100% Zuid-oost,4.2,193,diner,https://maps.google.com/?cid=8422659727591354441&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Bijlmerplein 367, 1102 DK Amsterdam-Zuidoost, Netherlands",52.3148165,4.9535450999999995,"Monday: 10:00 AM - 11:00 PM
Tuesday: 10:00 AM - 11:00 PM
Wednesday: 10:00 AM - 11:00 PM
Thursday: 10:00 AM - 12:00 AM
Friday: 10:00 AM - 1:00 AM
Saturday: 10:00 AM - 2:00 AM
Sunday: 12:00 PM - 1:00 AM",2025-10-21T21:00:00Z,Amsterdam Zuidoost,23,1,106,50,24,5,8,4.091750873404152
Bullewijck,4,5182,restaurant,https://maps.google.com/?cid=18378522669210825815&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Hogehilweg 20, 1101 CD Amsterdam, Netherlands",52.3069053,4.948297999999999,"Monday: 9:00 AM - 6:00 PM
Tuesday: 9:00 AM - 9:00 PM
Wednesday: 9:00 AM - 6:00 PM
Thursday: 9:00 AM - 9:00 PM
Friday: 9:00 AM - 3:00 PM
Saturday: Closed
Sunday: Closed",2025-10-21T19:00:00Z,Amsterdam Zuidoost,21,1,2152,1663,961,188,218,4.005773740007368
the Social Zuidoost,0,0,coffee_shop,https://maps.google.com/?cid=7320237910317186995&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Burgemeester Stramanweg 105, 1101 AA Amsterdam, Netherlands",52.3090823,4.9312708,"Monday: 8:00 AM - 6:00 PM
Tuesday: 8:00 AM - 6:00 PM
Wednesday: 8:00 AM - 6:00 PM
Thursday: 8:00 AM - 6:00 PM
Friday: 8:00 AM - 6:00 PM
Saturday: Closed
Sunday: Closed",2025-10-21T16:00:00Z,Amsterdam Zuidoost,18,1,0,0,0,0,0,2.0473720558371173
Amsterdam Coffee Lab,5,14,food,https://maps.google.com/?cid=3799174320439115552&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Nijverheidslaan 3a8, 1382 LE Weesp, Netherlands",52.3117451,5.0496951,"Monday: 10:00 AM - 5:00 PM
Tuesday: 10:00 AM - 6:00 PM
Wednesday: 10:00 AM - 6:00 PM
Thursday: 10:00 AM - 6:00 PM
Friday: 10:00 AM - 6:00 PM
Saturday: Closed
Sunday: Closed",2025-10-21T16:00:00Z,Amsterdam Zuidoost,18,1,14,0,0,0,0,4.052701486066477
Café Johan,4.5,19,cafe,https://maps.google.com/?cid=18215094274938264787&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Johan Cruijff Boulevard 1, 1101 AX Amsterdam, Netherlands",52.3150161,4.942050699999999,"Monday: 11:30 AM - 10:00 PM
Tuesday: 11:00 AM - 10:00 PM
Wednesday: 11:00 AM - 10:00 PM
Thursday: 11:00 AM - 10:00 PM
Friday: 11:00 AM - 10:00 PM
Saturday: 11:30 AM - 10:00 PM
Sunday: 11:30 AM - 10:00 PM",2025-10-21T20:00:00Z,Amsterdam Zuidoost,22,1,12,5,2,0,0,3.852157902541146
